Column1;id;age;cause;vus;country;kpp;yService;voenk;kategory;katZ;date;date_wo_time
700;5961;NULL;отказ от военкомата;служил;Казахстан;;;Белгород, Белгородская область;;;03.10.2022 12:00;2022-10-03
701;5965;NULL;отказ в выезде иностранным государством;служил;;Минск;;;;;30.10.2022 12:40;2022-10-30
702;5974;27.0;отказ от военкомата;999000А, не служил;;;;Выборг, Ленинградская область;В;;04.10.2022 14:10;2022-10-04
703;5990;39.0;отказ от военкомата;;;Домодедово;;;;;29.09.2022 21:15;2022-09-29
704;6003;25.0;отказ в выезде иностранным государством;;;Минск;;;;;22.10.2022 9:30;2022-10-22
705;6018;26.0;отказ от военкомата;837, водитель;Киргизия;Пулково;;Санкт-Петербург;;;30.09.2022 13:20;2022-09-30
706;6019;29.0;отказ от военкомата;начальник электростанции, контрактник;Турция;Внуково;;;Б3;;24.10.2022 13:30;2022-10-24
707;6024;23.0;отказ во въезде;не служил;Грузия;Астана;;;;;31.10.2022 14:20;2022-10-31
708;6026;27.0;отказ от военкомата;военный музыкант;;;;Сарапул, Удмуртская Республика;;;24.10.2022 14:40;2022-10-24
709;6026;27.0;отказ от военкомата;военный музыкант;;;;Сарапул, Удмуртская Республика;;;25.10.2022 14:40;2022-10-25
710;6030;30.0;отказ от военкомата;886;Армения;Шереметьево;;;Б3;;29.10.2022 16:01;2022-10-29
711;6031;24.0;;100915П, стрелок;Казахстан;Кулунда;;;А;;28.10.2022 16:25;2022-10-28
712;6036;29.0;отказ от военкомата;санитарный инструктор младших медицинских специалистов, механик-водитель;Казахстан;Орск;;;Б4;1;29.09.2022 21:15;2022-09-29
713;6041;24.0;отказ в выезде иностранным государством;служил, танковые войска;Казахстан;Минск;;;А1;;31.10.2022 22:40;2022-10-31
714;6049;NULL;отказ в выезде иностранным государством;водитель-механик;Грузия;Минск;2010-2011;;А1;;31.10.2022 10:50;2022-10-31
715;6051;NULL;отказ от военкомата;служил;;;;Невский район, Санкт-Петербург;;;01.10.2022 11:10;2022-10-01
716;6062;31.0;отказ от военкомата;служил;Казахстан;Маштаково;;;А;;28.09.2022 13:00;2022-09-28
717;6069;37.0;отказ от военкомата;военная кафедра;;Шереметьево;;Санкт-Петербург;;;23.10.2022 16:15;2022-10-23
718;6069;37.0;отказ от военкомата;военная кафедра;Казахстан;Исилькуль;;Санкт-Петербург;;;28.10.2022 16:15;2022-10-28
719;6077;26.0;отказ от военкомата;водитель;;;2016-2017;;А1;;03.10.2022 0:00;2022-10-03
720;6084;26.0;отказ от военкомата;водитель землеройных машин;Казахстан;;2016-2017;;А1;;27.09.2022 12:30;2022-09-27
721;6084;26.0;отказ от военкомата;водитель землеройных машин;Казахстан;Маштаково;2016-2017;;А1;;28.09.2022 12:30;2022-09-28
722;6084;26.0;отказ от военкомата;водитель землеройных машин;Казахстан;Маштаково;2016-2017;;А1;;28.09.2022 12:30;2022-09-28
723;6090;NULL;отказ в выезде иностранным государством;служил;Турция;Минск;2013-2014;;;;21.10.2022 13:20;2022-10-21
724;6090;NULL;отказ от военкомата;служил;Турция;;2013-2014;;;;21.10.2022 13:20;2022-10-21
725;6093;25.0;отказ в выезде иностранным государством;артиллерия;Грузия;Минск;2016-2017;Санкт-Петербург;Б;;01.11.2022 13:50;2022-11-01
726;6098;27.0;отказ от военкомата;служил;Грузия;;;;;;23.10.2022 16:55;2022-10-23
727;6098;27.0;отказ от военкомата;служил;Грузия;;;;;;24.10.2022 16:55;2022-10-24
728;6107;NULL;отказ в выезде иностранным государством;водитель-механик;Грузия;Минск;2010-2011;;А1;;31.10.2022 19:50;2022-10-31
729;6115;NULL;отказ во въезде;;Грузия;Стамбул;;;;;02.11.2022 11:15;2022-11-02
730;6117;27.0;отказ от военкомата;электрик-дизелист;Казахстан;Жуковский;;Смоленск, Смоленская область;Б;;07.10.2022 11:58;2022-10-07
731;6122;25.0;отказ в выезде иностранным государством;номер артиллерийского расчета;Грузия;Минск;2016-2017;;;;01.11.2022 13:45;2022-11-01
732;6125;NULL;;взрывотехник, контракт СОБР;Турция;Внуково;2013-2014;;А1;;22.10.2022 15:12;2022-10-22
733;6125;NULL;;взрывотехник, контракт СОБР;Грузия;Минск;2013-2014;;А1;;24.10.2022 15:12;2022-10-24
734;6140;26.0;отказ в выезде иностранным государством;старший разведчик;Турция;Минск;;Калининград, Калининградская область;;;01.11.2022 20:07;2022-11-01
735;6148;26.0;отказ от военкомата;связист;Узбекистан;Пулково;;;;;30.09.2022 23:06;2022-09-30
736;6176;26.0;отказ от военкомата;инженерные войска;Казахстан;;2016-2017;;;;26.09.2022 20:03;2022-09-26
737;6185;NULL;отказ в выезде иностранным государством;107;Турция;Минск;2016-2017;;А;;22.10.2022 15:55;2022-10-22
738;6200;NULL;долг;;Казахстан;Вишнёвка;;;;;01.10.2022 15:00;2022-10-01
739;6200;NULL;долг;;Казахстан;Вишнёвка;;;;;01.10.2022 15:00;2022-10-01
740;6203;22.0;отказ от военкомата;стрелок, сержант, оркестр;Грузия;Верхний Ларс;2018-2019;;Б3;;27.09.2022 15:45;2022-09-27
741;6219;23.0;отказ от военкомата;стрелок;;Нальчик;2017-2018;;;;13.10.2022 19:45;2022-10-13
742;6219;23.0;отказ от военкомата;стрелок;Грузия;Верхний Ларс;2017-2018;;;;14.10.2022 19:45;2022-10-14
743;6267;29.0;отказ от военкомата;служил;Грузия;Верхний Ларс;;;;;14.10.2022 10:40;2022-10-14
744;6296;25.0;отказ от военкомата;859427А, военная кафедра;;;;Санкт-Петербург;;;29.09.2022 17:50;2022-09-29
745;6302;NULL;отказ от военкомата;сухопутные войска;Сербия;Внуково;2015-2016;;Б;;18.10.2022 19:20;2022-10-18
746;6312;42.0;;не служил;Армения;Домодедово;;;В;;07.11.2022 23:57;2022-11-07
747;6332;NULL;отказ во въезде;не служил;Польша;Брест;;Москва;;;07.11.2022 15:45;2022-11-07
748;6340;NULL;отказ от военкомата;механик-водитель БМП;Казахстан;Павловка;2012-2013;;А;;28.09.2022 19:15;2022-09-28
749;6362;NULL;;служил;;Кольцово;;;;;29.09.2022 12:45;2022-09-29
750;6362;NULL;;служил;;Жуковский;;;;;17.10.2022 12:45;2022-10-17
751;6375;35.0;отказ от военкомата;не служил;Турция;Жуковский;;Ярославская область;;;26.09.2022 16:01;2022-09-26
752;6376;26.0;отказ от военкомата;служил;Киргизия;Домодедово;;Ставропольский край;А;;19.10.2022 16:15;2022-10-19
753;6403;29.0;отказ от военкомата;служил;Турция;Внуково;;;;;14.10.2022 17:52;2022-10-14
754;6437;32.0;;военная кафедра, офицер запаса, мобилизационное предписание;Казахстан;;;;А;;26.09.2022 23:20;2022-09-26
755;6448;30.0;отказ от военкомата;командир отделения понтонных переправ, мл. сержант;;Шереметьево;;;;;03.10.2022 14:40;2022-10-03
756;6465;NULL;отказ от военкомата;100;Казахстан;Бугристое;;;;;09.10.2022 21:05;2022-10-09
757;6465;NULL;отказ от военкомата;100;Турция;;;;;;25.10.2022 21:05;2022-10-25
758;6465;NULL;отказ в выезде иностранным государством;100;Турция;Минск;;;;;26.10.2022 21:05;2022-10-26
759;6476;32.0;;служил;;Домодедово;;;;;17.10.2022 14:01;2022-10-17
760;6497;26;отказ от военкомата;служил;Грузия;Верхний Ларс;2016-2017;Белгород, Белгородская область;;;26.09.2022 15:43;2022-09-26
