id,msg_id,case_mes_id,case_type,age,sex,cause,army_relations,vus,army_type,army_sec_type,army_other,country,kpp,yService,voenk_region,voenk_city,voenk_district,kategory_h,kategory_z,date
501,4484,NULL,NULL,22,NULL,,NULL,NULL,ВКС,NULL,,Азербайджан,Внуково,,,NULL,NULL,Б3,,2022-10-05
502,4506,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,служил,Египет,Шереметьево,,"Тутаев, Ярославская область",NULL,NULL,,,2022-10-11
503,4506,NULL,NULL,33,NULL,,NULL,NULL,NULL,NULL,служил,Египет,Шереметьево,,"Тутаев, Ярославская область",NULL,NULL,,,2022-10-11
504,4537,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"водитель, связист, младший сержант",Турция,Домодедово,,Москва,NULL,NULL,В,,2022-10-11
505,4547,NULL,NULL,38,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, врач",Азербайджан,Внуково,женщина,,NULL,NULL,,3,2022-10-11
506,4565,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,водитель,Турция,Пулково,2011-2012,Санкт-Петербург,NULL,NULL,А1,,2022-10-12
507,4587,NULL,NULL,39,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"врач, не служил",Узбекистан,Домодедово,женщина," Иркутская область",NULL,NULL,,,2022-10-12
508,4587,NULL,NULL,22,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,вдв,Киргизия,Кольцово,2019-2020,,NULL,NULL,,1,2022-10-11
509,4597,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"485, военная почта, военная кафедра, сержант запаса",Киргизия,Шереметьево,,"Таганрог, Ростовская область",NULL,NULL,А1,1,2022-10-11
510,4601,NULL,NULL,37,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, ракетные войска",Казахстан,Озинки,,,NULL,NULL,,,2022-09-23
511,4616,NULL,NULL,31,NULL,,NULL,NULL,NULL,NULL,служил,Турция,,,,NULL,NULL,,1,2022-10-12
512,4620,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Турция,"Нижний Новгород",,"Нижегородская область",NULL,NULL,Б3,,2022-10-12
513,4630,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший водитель, матрос",Казахстан,,,Кемерово,NULL,NULL,А1,,2022-09-23
514,4630,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший водитель, матрос",Казахстан,,,Кемерово,NULL,NULL,А1,,2022-09-24
515,4630,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший водитель, матрос",Казахстан,,,Кемерово,NULL,NULL,А1,,2022-09-27
516,4639,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,Домодедово,,,NULL,NULL,А1,,2022-10-12
517,4642,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,,,,NULL,NULL,А,,2022-10-12
518,4646,NULL,NULL,44,NULL,,NULL,NULL,NULL,NULL,"030402, артиллерия, военная кафедра",Казахстан,Жуковский,,,NULL,NULL,,1,2022-10-12
519,4646,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"стрелок, контрактник, мобилизационное предписание, ВВС",Грузия,"Верхний Ларс",,,NULL,NULL,А,1,2022-09-28
520,4650,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Турция,Домодедово,,,NULL,NULL,А,,2022-10-11
521,4652,NULL,NULL,24,NULL,,NULL,NULL,NULL,NULL,РВСН,,Домодедово,,,NULL,NULL,,,2022-10-11
522,4655,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Индия,Шереметьево,,,NULL,NULL,А,,2022-10-11
523,4659,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Шереметьево,2017-2018,,NULL,NULL,,,2022-10-02
524,4663,NULL,NULL,45,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"врач, не служил",Турция,Пулково,женщина,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-12
525,4663,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"разведчик, РВСН",Казахстан,Петухово,2011-2012,Санкт-Петербург,NULL,NULL,,,2022-10-12
526,4683,NULL,NULL,22,NULL,,NULL,NULL,NULL,NULL,служил,Турция,Домодедово,,,NULL,NULL,,,2022-10-13
527,4685,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,служил,Армения,Пулково,2014-2015,,NULL,NULL,,,2022-10-13
528,4713,NULL,NULL,22,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,ОАЭ,Внуково,,"Нижегородская область",NULL,NULL,,1,2022-10-12
529,4716,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,"водитель, морская пехота",Казахстан,Внуково,,,NULL,NULL,А,,2022-10-12
530,4716,NULL,NULL,21,NULL,,NULL,NULL,NULL,NULL,"не служил, приписное",Азербайджан,Шереметьево,,,NULL,NULL,А,,2022-10-13
531,4717,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"врач, рядовой запаса, не служил",Узбекистан,Домодедово,женщина,"Переславль-Залесский, Ярославская область",NULL,NULL,,,2022-10-13
532,4721,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер",Армения,"Нижний Новгород",,,NULL,NULL,,,2022-10-12
533,4735,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"100182А, командир стрелкового отделения, сержант",Турция,Шереметьево,2011-2012,,NULL,NULL,А1,,2022-10-12
534,4736,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Сербия,Пулково,,,NULL,NULL,,,2022-10-13
535,4739,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,,Домодедово,,,NULL,NULL,А1,,2022-10-12
536,4746,NULL,NULL,30,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",Киргизия,Домодедово,,,NULL,NULL,,,2022-09-29
537,4746,NULL,NULL,30,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",Армения,Пулково,,,NULL,NULL,,,2022-10-06
538,4746,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Исилькуль,,,NULL,NULL,,,2022-10-08
539,4759,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Баландино,,,NULL,NULL,,,2022-10-14
540,4767,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,стрелок,Турция,Внуково,,,NULL,NULL,Б3,,2022-10-12
541,4790,NULL,NULL,22,NULL,,NULL,NULL,NULL,NULL,служил,Казахстан,Шереметьево,2019-2020,,NULL,NULL,,,2022-10-14
542,4807,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,электрик,,Внуково,,"Нижний Новгород",NULL,NULL,Б4,,2022-10-14
543,4815,NULL,NULL,57,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса",Турция,Шереметьево,,,NULL,NULL,,,2022-10-14
544,4825,NULL,NULL,38,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"471101, эксплуатация и  ремонт конструкций, двигателей и стартового оборудования корабельных комплексов крылатых ракет, военная кафедр",Турция,Пулково,,"Выборг, Ленинградская область",NULL,NULL,,,2022-10-14
545,4837,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,"командир стрелкового отделения, младший сержант",Киргизия,Красноярск,,,NULL,NULL,,,2022-09-26
546,4837,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,"командир стрелкового отделения, младший сержант",Казахстан,,,,NULL,NULL,,,2022-09-27
547,4852,NULL,NULL,38,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса, врач",Казахстан,Внуково,,"Держинск, Иркутская область",NULL,NULL,,,2022-10-15
548,4878,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"999000, не служил",Армения,Домодедово,,Санкт-Петербург,NULL,NULL,В,,2022-10-14
549,4921,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Жуковский,,,NULL,NULL,А,,2022-10-15
550,4923,NULL,NULL,31,NULL,,NULL,NULL,NULL,NULL,служил,Казахстан,Жуковский,,,NULL,NULL,,,2022-10-15
551,4925,NULL,NULL,49,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, морская радиолокация",Армения,"Минеральные Воды",,,NULL,NULL,,,2022-10-15
552,4931,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"служил, рядовой",Таджикистан,Пулково,2014-2015,Санкт-Петербург,NULL,NULL,,,2022-09-29
553,4941,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Турция,Домодедово,2013-2014,"Ивановская область",NULL,NULL,А1,,2022-10-16
554,4943,NULL,NULL,47,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"310101, офицер",Турция,Шереметьево,,,NULL,NULL,,,2022-10-13
555,4946,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,связист,Узбекистан,Внуково,,,NULL,NULL,Б4,,2022-10-01
556,4954,NULL,NULL,31,NULL,,NULL,NULL,NULL,NULL,"техник фотографии и фотооборудования, младший сержант",Казахстан,Внуково,,"Московская область",NULL,NULL,А1,,2022-10-16
557,4959,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,артиллерия,Казахстан,Жуковский,,,NULL,NULL,А1,,2022-10-16
558,4960,NULL,NULL,28,NULL,"отсутсвие визы принимающей страны",NULL,NULL,NULL,NULL,кодировщик,,Пулково,,,NULL,NULL,А1,,2022-10-16
559,4963,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,"сапёр, инженерные войска",ОАЭ,Шереметьево,,,NULL,NULL,А,,2022-10-15
560,4963,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил, приписное",Казахстан,Внуково,,"Ивантеевка, Московская область",NULL,NULL,,,2022-10-15
561,4964,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Бахрейн,Домодедово,2010-2011,"Курск, Курская область",NULL,NULL,,,2022-10-15
562,4968,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,"инструктор физ. подготовки",Казахстан,Бугристое,2015-2016,"Фрунзенский район, Санкт-Петербург",NULL,NULL,А1,,2022-09-25
563,4968,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"инструктор физ. подготовки",Беларусь,Новосокольники,2015-2016,"Фрунзенский район, Санкт-Петербург",NULL,NULL,А1,,2022-10-16
564,4977,NULL,NULL,33,NULL,,NULL,NULL,NULL,NULL,"420, связист коротковолновой радиостанции",Киргизия,,,"Кострома, Костромская область",NULL,NULL,,,2022-10-16
565,4986,NULL,NULL,33,NULL,долг,NULL,NULL,NULL,NULL,"служил, рядовой","Грузия (Абхазия)",Адлер,,,NULL,NULL,А1,,2022-09-22
566,4989,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,,Швейцария,Анталья,,,NULL,NULL,,,2022-10-16
567,5006,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,СпН,Беларусь,Лобок,,"Псковская область",NULL,NULL,,,2022-10-12
568,5013,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир ГСАО",Турция,Домодедово,,"Ростов-на-Дону, Ростовская область",NULL,NULL,А,,2022-10-16
569,5020,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"инструктор физ. подготовки",Казахстан,,2017-2018,,NULL,NULL,А1,,2022-10-05
570,5020,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"инструктор физ. подготовки",Беларусь,Новосокольники,2017-2018,,NULL,NULL,А1,,2022-10-09
571,5035,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Домодедово,,,NULL,NULL,,,2022-10-17
572,5081,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,Внуково,,,NULL,NULL,Б3,,2022-10-17
573,5085,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Египет,Шереметьево,,,NULL,NULL,,,2022-10-14
574,5098,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,служил,Турция,Пулково,,,NULL,NULL,,,2022-10-17
575,5104,NULL,NULL,29,NULL,,NULL,NULL,NULL,NULL,"528, младший сержант",Казахстан,Жуковский,,,NULL,NULL,Б3,1,2022-10-17
576,5110,NULL,NULL,30,NULL,,NULL,NULL,NULL,NULL,"санитарный инструктор",Шри-Ланка,Шереметьево,2014-2015,"Васильеостровский, Санкт-Петербург",NULL,NULL,,,2022-10-17
577,5133,NULL,NULL,40,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Турция,Пулково,,"Кировск, Ленинградская область",NULL,NULL,,,2022-09-26
578,5146,NULL,NULL,38,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Тайланд,Пулково,,"Выборг, Ленинградская область",NULL,NULL,,,2022-10-14
579,5159,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир танка, наводчик",Турция,Внуково,,,NULL,NULL,,,2022-10-18
580,5162,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,механик-водитель,Турция,Шереметьево,2014-2015,"Московская область",NULL,NULL,Б,,2022-10-18
581,5181,NULL,NULL,31,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,"100, мобилизационное предписание",Польша,Мамоново-2,,,NULL,NULL,Б3,,2022-10-12
582,5185,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,разведчик,Казахстан,Пулково,2013-2014,,NULL,NULL,А1,,2022-10-13
583,5189,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Беларусь,Новосокольники,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-15
584,5195,NULL,NULL,NULL,NULL,"отсутсвие визы принимающей страны",NULL,NULL,NULL,NULL,"106, военная кафедра",Иран,Шереметьево,,,NULL,NULL,,,2022-09-25
585,5195,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"106, военная кафедра",Турция,Внуково,,,NULL,NULL,,,2022-09-25
586,5195,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"106, военная кафедра",Казахстан,Теплое,,,NULL,NULL,,,2022-09-27
587,5195,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"106, военная кафедра",Казахстан,Петухово,,,NULL,NULL,,,2022-09-29
588,5204,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",ОАЭ,"Минеральные Воды",,,NULL,NULL,Б,,2022-09-27
589,5245,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"ПВО, военная кафедра, офицер",Египет,Пулково,,"Смоленская область",NULL,NULL,,,2022-10-19
590,5257,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,,Сербия,Сочи,,"Республика Удмуртия",NULL,NULL,А,,2022-10-18
591,5262,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,вдв,Казахстан,Исилькуль,,,NULL,NULL,А2,,2022-10-19
592,5265,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,659079,Турция,Шереметьево,,"Орловская область",NULL,NULL,А,,2022-10-03
593,5292,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"100, ВВ",Египет,Домодедово,2013-2014,"Липецкая область",NULL,NULL,,,2022-10-20
594,5297,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,Внуково,,,NULL,NULL,А,,2022-10-20
595,5321,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"артиллерист, водитель-механик",Казахстан,Кольцово,2011-2012,"Выборг, Ленинградская область",NULL,NULL,А1,,2022-10-20
596,5325,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"разведчик, СпН",Турция,Домодедово,,,NULL,NULL,,,2022-10-20
597,5329,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Армения,Волгоград,2016-2017,,NULL,NULL,,,2022-10-20
598,5330,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"автомобильные войска",Турция,Внуково,2011-2012,,NULL,NULL,,,2022-10-17
599,5342,NULL,NULL,34,NULL,,NULL,NULL,NULL,NULL,служил,Казахстан,,,,NULL,NULL,,,2022-10-14
600,5343,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"мотострелок, младший сержант",Казахстан,Минск,,,NULL,NULL,,,2022-10-20
601,5362,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,служил,,Шереметьево,,,NULL,NULL,,,2022-10-09
602,5363,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"старший оператор связи",Казахстан,Кольцово,,,NULL,NULL,,,2022-10-21
603,5365,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир БТР, сержант",Беларусь,Пулково,,,NULL,NULL,А1,,2022-10-20
604,5371,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,ОАЭ,Домодедово,2017-2018,,NULL,NULL,,,2022-10-01
605,5371,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Беларусь,,2017-2018,,NULL,NULL,,,2022-10-18
606,5371,NULL,NULL,39,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"473001, военная кафедра","Грузия (Абхазия)",Адлер,2017-2018,"Барнаул, Алтайский край",NULL,NULL,,,2022-09-30
607,5371,NULL,NULL,39,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"473001, военная кафедра","Грузия (Абхазия)",Адлер,2017-2018,"Барнаул, Алтайский край",NULL,NULL,,,2022-10-21
608,5376,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,служил,Узбекистан,Пулково,,"Красносельский, Санкт-Петербург",NULL,NULL,,,2022-10-19
609,5379,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"485, военная почта, военная кафедра, сержант запаса",,Жуковский,,"Таганрог, Ростовская область",NULL,NULL,А1,1,2022-10-17
610,5379,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"485, военная почта, военная кафедра, сержант запаса",Турция,Минск,,"Таганрог, Ростовская область",NULL,NULL,А1,1,2022-10-21
611,5379,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,служил,Монголия,Кяхта,,,NULL,NULL,,,2022-10-21
612,5381,NULL,NULL,26,NULL,,NULL,NULL,NULL,NULL,стрелок,"Грузия (Абхазия)",Адлер,,,NULL,NULL,,,2022-10-21
613,5384,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,,Казахстан,Орск,,,NULL,NULL,,,2022-09-26
614,5385,NULL,NULL,29,NULL,,NULL,NULL,NULL,NULL,"087, водитель-механик",Казахстан,Караозек,,,NULL,NULL,А1,,2022-09-29
615,5391,NULL,NULL,44,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Армения,Домодедово,,,NULL,NULL,,,2022-10-21
616,5415,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Казахстан,,,,NULL,NULL,А1,,2022-10-03
617,5430,NULL,NULL,34,NULL,,NULL,NULL,NULL,NULL,мотострелок,Израиль,Домодедово,2009-2010,,NULL,NULL,А,,2022-09-29
618,5437,NULL,NULL,27,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,служил,Турция,Минск,,,NULL,NULL,,,2022-10-21
619,5447,NULL,NULL,30,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"не служил",Грузия,Минск,,,NULL,NULL,Б,,2022-10-22
620,5447,NULL,NULL,31,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"не служил",Грузия,Минск,,,NULL,NULL,Б,,2022-10-22
621,5452,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,писарь,Армения,Пулково,2009-2010,,NULL,NULL,А,,2022-10-22
622,5455,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,107,Турция,Минск,,,NULL,NULL,А,,2022-10-22
623,5467,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",,Пулково,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-09-27
624,5467,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",,Пулково,,"Всеволожск, Ленинградская область",NULL,NULL,,,2022-10-19
625,5469,NULL,NULL,23,NULL,,NULL,NULL,NULL,NULL,служил,Казахстан,,,,NULL,NULL,,,2022-10-22
626,5470,NULL,NULL,30,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,служил,Турция,Минск,,,NULL,NULL,,,2022-10-22
627,5472,NULL,NULL,23,NULL,,NULL,NULL,NULL,NULL,радиотелеграфист,Казахстан,,,,NULL,NULL,А1,,2022-10-22
628,5473,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,связист,Казахстан,Шереметьево,,,NULL,NULL,Б1,,2022-10-15
629,5473,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Внуково,,,NULL,NULL,,,2022-10-19
630,5473,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Минск,,,NULL,NULL,,,2022-10-22
631,5480,NULL,NULL,32,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,837,Турция,Минск,,"Белгород, Белгородская область",NULL,NULL,,1,2022-10-22
632,5481,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,,Шереметьево,,,NULL,NULL,,,2022-10-18
633,5490,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,ОАЭ,Домодедово,,Санкт-Петербург,NULL,NULL,,,2022-10-15
634,5490,NULL,NULL,29,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,стрелок,,Минск,,Санкт-Петербург,NULL,NULL,,,2022-10-23
635,5494,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,водитель,Сербия,Пулково,,"Курская область",NULL,NULL,,,2022-10-23
636,5496,NULL,NULL,26,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"старший оператор радиоперехвата",Казахстан,Минск,,Санкт-Петербург,NULL,NULL,Б,,2022-10-22
637,5498,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Пулково,,,NULL,NULL,,,2022-10-23
638,5529,NULL,NULL,50,NULL,,NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса",,,,,NULL,NULL,,,2022-10-23
639,5533,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Турция,Пулково,,,NULL,NULL,В,,2022-10-23
640,5537,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"837037, водитель-электрик",ОАЭ,Внуково,2019-2020,,NULL,NULL,Б3,,2022-10-23
641,5544,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",,,,"Архангельская область",NULL,NULL,А,,2022-09-25
642,5555,NULL,NULL,46,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра",Турция,Минск,,,NULL,NULL,,,2022-10-23
643,5560,NULL,NULL,29,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Петухово,,,NULL,NULL,А,,2022-09-26
644,5563,NULL,NULL,42,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"офицер запаса",Армения,Минск,,,NULL,NULL,,,2022-10-23
645,5576,NULL,NULL,27,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,служил,Грузия,Минск,,,NULL,NULL,А,,2022-10-23
646,5593,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Казахстан,Светлый,,,NULL,NULL,Б4,1,2022-09-27
647,5593,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,Казахстан,Светлый,,,NULL,NULL,Б4,1,2022-09-28
648,5596,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,ракетчик,,Минск,,,NULL,NULL,,,2022-10-23
649,5607,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"служил, контрактник",,Минск,,,NULL,NULL,,,2022-10-24
650,5611,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"связист, военная кафедра, офицер",Армения,Пулково,,"Выборг, Ленинградская область",NULL,NULL,,,2022-10-22
651,5613,NULL,NULL,24,NULL,,NULL,NULL,NULL,NULL,служил,Казахстан,,,,NULL,NULL,А1,,2022-09-27
652,5619,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,связист,,,,"Воронеж, Воронежская область",NULL,NULL,А1,,2022-10-23
653,5629,NULL,NULL,28,NULL,,NULL,NULL,NULL,NULL,"не служил",Турция,,,"Альметьевск, Республика Татарстан",NULL,NULL,,,2022-10-23
654,5630,NULL,NULL,44,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",,Домодедово,,,NULL,NULL,,,2022-10-23
655,5630,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,,ОАЭ,Внуково,,,NULL,NULL,,,2022-10-25
656,5642,NULL,NULL,32,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса, вус автомобильная",ОАЭ,Внуково,,Санкт-Петербург,NULL,NULL,,,2022-10-23
657,5642,NULL,NULL,32,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса, вус автомобильная",Азербайджан,Минск,,Санкт-Петербург,NULL,NULL,,,2022-10-24
658,5667,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, фпс, солдат",Турция,Сочи,,,NULL,NULL,Б,,2022-10-25
659,5678,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший мастер",Казахстан,Комсомольское,,Москва,NULL,NULL,,,2022-09-29
660,5678,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"старший мастер",Казахстан,Петухово,,Москва,NULL,NULL,,,2022-10-02
